Level	Date and Time	User	Category	Description	
Information	25/07/2013 15:14:00	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 15:01:25	administrator	System	Router(F08200000B) goes online.	
Information	25/07/2013 15:00:37	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 15:00:37	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Alarm	25/07/2013 15:00:36	administrator	System	Router(F08200000B) is offline.	
Alarm	25/07/2013 14:59:36	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Information	25/07/2013 14:58:50	administrator	System	ToxiRAE Pro(G0212006P2) goes online.	
Alarm	25/07/2013 14:58:50	administrator	System	ToxiRAE Pro(G0212006P2) is in alarm: [OXY: CalDue ]	
Alarm	25/07/2013 14:58:36	administrator	System	ToxiRAE Pro(G0212006P2) is offline.	
Information	25/07/2013 14:56:58	administrator	System	Router(F082000002) goes online.	
Alarm	25/07/2013 14:56:36	administrator	System	Router(F082000002) is offline.	
Information	25/07/2013 14:54:40	administrator	System	ToxiRAE Pro(G0212006P2) goes online.	
Alarm	25/07/2013 14:54:40	administrator	System	ToxiRAE Pro(G0212006P2) is in alarm: [OXY: CalDue ]	
Alarm	25/07/2013 14:54:36	administrator	System	ToxiRAE Pro(G0212006P2) is offline.	
Information	25/07/2013 14:35:20	administrator	System	Router(F082000002) goes online.	
Alarm	25/07/2013 14:34:36	administrator	System	Router(F082000002) is offline.	
Information	25/07/2013 14:34:19	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:1941 logoff.	
Information	25/07/2013 14:34:19	administrator	System	Data Forwarding: 172.18.50.162:1941 is disconnected.	
Information	25/07/2013 14:33:52	administrator	System	Data Forwarding: 172.18.50.162:1941 is connected.	
Information	25/07/2013 14:33:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:1941 passed authorization and logon.	
Information	25/07/2013 14:29:05	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	25/07/2013 14:27:19	administrator	System	Data Forwarding: 172.18.50.162:1756 is disconnected.	
Information	25/07/2013 14:27:18	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:1756 logoff.	
Information	25/07/2013 14:26:33	administrator	System	Data Forwarding: 172.18.50.162:1756 is connected.	
Information	25/07/2013 14:26:33	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:1756 passed authorization and logon.	
Information	25/07/2013 14:26:07	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:1744 logoff.	
Information	25/07/2013 14:26:07	administrator	System	Data Forwarding: 172.18.50.162:1744 is disconnected.	
Information	25/07/2013 14:25:22	administrator	System	Data Forwarding: 172.18.50.162:1744 is connected.	
Information	25/07/2013 14:25:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:1744 passed authorization and logon.	
Information	25/07/2013 14:24:17	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:10434 logoff.	
Information	25/07/2013 14:24:17	administrator	System	Data Forwarding: 172.18.12.73:10434 is disconnected.	
Warning	25/07/2013 14:22:23	administrator	System	Cascade out: Failed to connect to 50.19.81.10:9727!	
Information	25/07/2013 14:22:02	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	25/07/2013 13:58:29	administrator	System	Data Forwarding: 172.18.12.73:10434 is connected.	
Information	25/07/2013 13:58:29	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:10434 passed authorization and logon.	
Information	25/07/2013 13:50:34	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Warning	25/07/2013 13:48:48	administrator	System	Cascade out: Failed to connect to 50.19.81.10:9727!	
Information	25/07/2013 13:48:27	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	25/07/2013 13:27:51	administrator	System	ToxiRAE Pro(G0212006P2) goes online.	
Alarm	25/07/2013 13:27:51	administrator	System	ToxiRAE Pro(G0212006P2) is in alarm: [OXY: CalDue ]	
Alarm	25/07/2013 13:27:36	administrator	System	ToxiRAE Pro(G0212006P2) is offline.	
Information	25/07/2013 13:22:36	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:64589 logoff.	
Information	25/07/2013 13:22:36	administrator	System	Data Forwarding: 172.18.50.162:64589 is disconnected.	
Alarm	25/07/2013 13:21:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 13:21:17	administrator	System	Data Forwarding: 172.18.50.162:64589 is connected.	
Information	25/07/2013 13:21:17	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:64589 passed authorization and logon.	
Information	25/07/2013 13:17:31	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 12:58:08	administrator	System	Router(F082000001) goes online.	
Alarm	25/07/2013 12:57:36	administrator	System	Router(F082000001) is offline.	
Information	25/07/2013 12:38:35	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:8471 logoff.	
Information	25/07/2013 12:38:35	administrator	System	Data Forwarding: 172.18.12.73:8471 is disconnected.	
Information	25/07/2013 12:38:05	administrator	System	Data Forwarding: 172.18.12.73:8471 is connected.	
Information	25/07/2013 12:38:05	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:8471 passed authorization and logon.	
Information	25/07/2013 12:26:02	administrator	System	ToxiRAE Pro(G0212006P2) goes online.	
Alarm	25/07/2013 12:26:02	administrator	System	ToxiRAE Pro(G0212006P2) is in alarm: [OXY: CalDue ]	
Information	25/07/2013 12:25:47	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 12:25:47	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Alarm	25/07/2013 12:25:37	administrator	System	ToxiRAE Pro(G0212006P2) is offline.	
Alarm	25/07/2013 12:25:36	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Information	25/07/2013 12:22:49	administrator	System	Router(F08200000B) goes online.	
Alarm	25/07/2013 12:22:36	administrator	System	Router(F08200000B) is offline.	
Information	25/07/2013 12:21:58	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 12:21:58	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Alarm	25/07/2013 12:21:36	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Alarm	25/07/2013 12:14:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 12:11:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 12:10:38	administrator	System	Router(F082000001) goes online.	
Alarm	25/07/2013 12:10:36	administrator	System	Router(F082000001) is offline.	
Information	25/07/2013 12:09:49	administrator	System	Router(F082000002) goes online.	
Alarm	25/07/2013 12:09:36	administrator	System	Router(F082000002) is offline.	
Information	25/07/2013 12:04:38	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 12:04:38	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Alarm	25/07/2013 12:04:37	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Alarm	25/07/2013 11:55:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 11:51:02	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 11:48:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 11:44:31	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 11:42:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 11:38:31	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 11:37:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 11:34:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 11:08:47	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:6639 logoff.	
Information	25/07/2013 11:08:47	administrator	System	Data Forwarding: 172.18.12.73:6639 is disconnected.	
Information	25/07/2013 11:03:00	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59780 logoff.	
Information	25/07/2013 11:03:00	administrator	System	Data Forwarding: 172.18.50.162:59780 is disconnected.	
Alarm	25/07/2013 11:02:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 11:02:22	administrator	System	Data Forwarding: 172.18.50.162:59780 is connected.	
Information	25/07/2013 11:02:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59780 passed authorization and logon.	
Information	25/07/2013 11:01:49	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59747 logoff.	
Information	25/07/2013 11:01:49	administrator	System	Data Forwarding: 172.18.50.162:59747 is disconnected.	
Information	25/07/2013 11:01:14	administrator	System	Data Forwarding: 172.18.50.162:59747 is connected.	
Information	25/07/2013 11:01:14	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59747 passed authorization and logon.	
Information	25/07/2013 10:59:34	administrator	System	Data Forwarding: 172.18.12.73:6639 is connected.	
Information	25/07/2013 10:59:34	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:6639 passed authorization and logon.	
Information	25/07/2013 10:46:31	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 10:43:48	administrator	System	Router(F082000002) goes online.	
Information	25/07/2013 10:42:45	administrator	System	Router(F08200000B) goes online.	
Alarm	25/07/2013 10:42:37	administrator	System	Router(F082000002) is offline.	
Alarm	25/07/2013 10:42:37	administrator	System	Router(F08200000B) is offline.	
Information	25/07/2013 10:40:38	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 10:40:38	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Alarm	25/07/2013 10:40:37	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Information	25/07/2013 10:39:41	administrator	System	ToxiRAE Pro(G0212006P2) goes online.	
Alarm	25/07/2013 10:39:41	administrator	System	ToxiRAE Pro(G0212006P2) is in alarm: [OXY: CalDue ]	
Alarm	25/07/2013 10:37:37	administrator	System	ToxiRAE Pro(G0212006P2) is offline.	
Alarm	25/07/2013 10:37:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 10:34:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 10:32:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 10:31:17	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59107 logoff.	
Information	25/07/2013 10:31:17	administrator	System	Data Forwarding: 172.18.50.162:59107 is disconnected.	
Information	25/07/2013 10:28:51	administrator	System	Data Forwarding: 172.18.50.162:59107 is connected.	
Information	25/07/2013 10:28:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59107 passed authorization and logon.	
Information	25/07/2013 10:28:19	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59097 logoff.	
Information	25/07/2013 10:28:19	administrator	System	Data Forwarding: 172.18.50.162:59097 is disconnected.	
Information	25/07/2013 10:27:51	administrator	System	Data Forwarding: 172.18.50.162:59097 is connected.	
Information	25/07/2013 10:27:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59097 passed authorization and logon.	
Information	25/07/2013 10:27:32	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 10:27:23	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59085 logoff.	
Information	25/07/2013 10:27:23	administrator	System	Data Forwarding: 172.18.50.162:59085 is disconnected.	
Information	25/07/2013 10:26:12	administrator	System	Data Forwarding: 172.18.50.162:59085 is connected.	
Information	25/07/2013 10:26:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.162:59085 passed authorization and logon.	
Information	25/07/2013 10:25:08	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 10:25:08	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Alarm	25/07/2013 10:24:37	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Alarm	25/07/2013 10:23:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 10:19:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 10:18:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 10:14:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 10:12:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 10:11:34	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:4497 logoff.	
Information	25/07/2013 10:11:34	administrator	System	Data Forwarding: 172.18.12.73:4497 is disconnected.	
Information	25/07/2013 10:02:13	administrator	System	Data Forwarding: 172.18.12.73:4497 is connected.	
Information	25/07/2013 10:02:13	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:4497 passed authorization and logon.	
Information	25/07/2013 09:44:29	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:3476 logoff.	
Information	25/07/2013 09:44:29	administrator	System	Data Forwarding: 172.18.12.73:3476 is disconnected.	
Information	25/07/2013 09:43:56	administrator	System	Data Forwarding: 172.18.12.73:3476 is connected.	
Information	25/07/2013 09:43:56	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:3476 passed authorization and logon.	
Information	25/07/2013 09:43:03	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 09:42:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 09:33:32	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 09:20:43	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:2463 logoff.	
Information	25/07/2013 09:20:43	administrator	System	Data Forwarding: 172.18.12.73:2463 is disconnected.	
Information	25/07/2013 09:19:30	administrator	System	Data Forwarding: 172.18.12.73:2463 is connected.	
Information	25/07/2013 09:19:30	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:2463 passed authorization and logon.	
Information	25/07/2013 09:10:47	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:2303 logoff.	
Information	25/07/2013 09:10:47	administrator	System	Data Forwarding: 172.18.12.73:2303 is disconnected.	
Information	25/07/2013 09:09:07	administrator	System	Data Forwarding: 172.18.12.73:2303 is connected.	
Information	25/07/2013 09:09:07	administrator	System	Data forwarding: ProRAE Guardian V1.60 fchen-PC at IP address 172.18.12.73:2303 passed authorization and logon.	
Alarm	25/07/2013 09:02:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 09:00:49	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:64502 logoff.	
Information	25/07/2013 09:00:49	administrator	System	Data Forwarding: 172.18.12.73:64502 is disconnected.	
Information	25/07/2013 08:58:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	25/07/2013 08:56:41	administrator	System	ToxiRAE Pro(G0212006P2) goes online.	
Alarm	25/07/2013 08:56:41	administrator	System	ToxiRAE Pro(G0212006P2) is in alarm: [OXY: CalDue ]	
Information	25/07/2013 08:56:38	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 08:56:38	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Alarm	25/07/2013 08:56:36	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Information	25/07/2013 08:56:23	administrator	System	ToxiRAE Pro(G021000014) goes online.	
Alarm	25/07/2013 08:56:23	administrator	System	ToxiRAE Pro(G021000014) is in alarm: [LEL: CalDue ]	
Alarm	25/07/2013 08:55:36	administrator	System	ToxiRAE Pro(G021000014) is offline.	
Information	25/07/2013 08:55:22	administrator	System	Data forwarding: Net Elf V1.00 fchen-PC at IP address 172.18.12.73:64510 logoff.	
Information	25/07/2013 08:55:22	administrator	System	Data Forwarding: 172.18.12.73:64510 is disconnected.	
Information	25/07/2013 08:55:12	administrator	System	Data Forwarding: 172.18.12.73:64510 is connected.	
Information	25/07/2013 08:55:12	administrator	System	Data forwarding: Net Elf V1.00 fchen-PC at IP address 172.18.12.73:64510 passed authorization and logon.	
Information	25/07/2013 08:54:37	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	25/07/2013 08:54:37	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Information	25/07/2013 08:54:15	administrator	System	Data Forwarding: 172.18.12.73:64502 is connected.	
Information	25/07/2013 08:54:15	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:64502 passed authorization and logon.	
Information	25/07/2013 08:53:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:64021 logoff.	
Information	25/07/2013 08:53:52	administrator	System	Data Forwarding: 172.18.12.73:64021 is disconnected.	
Alarm	25/07/2013 08:53:36	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Alarm	25/07/2013 08:53:36	administrator	System	ToxiRAE Pro(G0212006P2) is offline.	
Information	25/07/2013 08:52:33	administrator	System	Data Forwarding: 172.18.12.73:64021 is connected.	
Information	25/07/2013 08:52:33	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:64021 passed authorization and logon.	
Alarm	25/07/2013 08:50:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 08:47:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 08:45:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 08:41:01	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 08:40:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 08:21:31	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 08:18:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 08:02:31	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 07:58:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 07:53:32	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 07:50:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 07:45:32	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 07:31:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 07:28:02	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 07:10:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 07:05:32	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 06:55:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 06:47:32	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 06:15:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 06:12:02	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 03:54:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 03:51:03	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 01:54:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 01:49:04	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 01:36:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 01:32:04	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	25/07/2013 00:52:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	25/07/2013 00:48:04	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 23:52:36	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 23:46:05	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 20:49:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 20:45:06	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 19:54:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 19:51:06	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 19:50:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 19:42:06	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 18:48:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 18:45:07	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 17:56:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 17:50:07	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 17:46:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 17:42:07	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 17:33:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 17:29:37	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 17:06:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 17:02:37	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 16:59:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 16:51:37	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 16:48:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 16:44:07	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 16:42:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Alarm	24/07/2013 16:38:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 16:38:37	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	24/07/2013 16:30:41	administrator	System	Data Forwarding: 172.18.12.74:24558 is connected.	
Information	24/07/2013 16:30:41	administrator	System	Data forwarding: ProRAE Guardian V1.60 REC-RENKAI at IP address 172.18.12.74:24558 passed authorization and logon.	
Information	24/07/2013 16:06:08	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 16:05:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 16:01:08	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 16:00:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 15:31:38	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 15:30:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 15:20:08	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 15:19:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 15:12:38	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 15:12:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 15:08:08	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 15:07:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 14:46:57	administrator	System	Data forwarding: ProRAE Guardian V1.60 REC-RENKAI at IP address 172.18.12.74:19503 logoff.	
Information	24/07/2013 14:46:57	administrator	System	Data Forwarding: 172.18.12.74:19503 is disconnected.	
Information	24/07/2013 14:46:47	administrator	System	Data Forwarding: 172.18.12.74:19503 is connected.	
Information	24/07/2013 14:46:47	administrator	System	Data forwarding: ProRAE Guardian V1.60 REC-RENKAI at IP address 172.18.12.74:19503 passed authorization and logon.	
Information	24/07/2013 14:42:28	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	24/07/2013 14:42:27	administrator	Data Options Configuration	Data Forwarding (Cascade Out Mode) configuration changed.
Details:
	Remote PC IP Address:	172.18.12.74 -> 50.19.81.10	
Information	24/07/2013 14:34:38	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 14:33:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 14:29:19	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.20:64089 logoff.	
Information	24/07/2013 14:29:19	administrator	System	Data Forwarding: 172.18.50.20:64089 is disconnected.	
Information	24/07/2013 14:27:24	administrator	System	Data Forwarding: 172.18.50.20:64089 is connected.	
Information	24/07/2013 14:27:24	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.20:64089 passed authorization and logon.	
Information	24/07/2013 14:27:14	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.20:64061 logoff.	
Information	24/07/2013 14:27:14	administrator	System	Data Forwarding: 172.18.50.20:64061 is disconnected.	
Information	24/07/2013 14:22:30	administrator	System	Data Forwarding: 172.18.50.20:64061 is connected.	
Information	24/07/2013 14:22:30	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.20:64061 passed authorization and logon.	
Information	24/07/2013 14:01:39	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 13:58:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 13:50:39	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 13:47:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 11:44:39	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 11:42:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 11:36:39	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 11:34:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 11:20:10	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 11:19:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 11:15:10	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 11:10:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 11:02:40	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 11:02:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 10:41:40	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 10:40:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 10:35:40	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 10:32:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
